"","ko","module","ko_description","module_description"
"1105","K20861","M00125","ybjI; FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104]","Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD"
"1106","K20862","M00125","yigB; FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104]","Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD"
"1107","K21063","M00125","K21063; 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]","Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD"
"1108","K21064","M00125","ycsE, yitU, ywtE; 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]","Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD"
"1109","K02858","M00125","ribB, RIB3; 3,4-dihydroxy 2-butanone 4-phosphate synthase [EC:4.1.99.12]","Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD"
"1110","K14652","M00125","ribBA; 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]","Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD"
"1111","K00794","M00125","ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]","Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD"
"1112","K00793","M00125","ribE, RIB5; riboflavin synthase [EC:2.5.1.9]","Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD"
"1113","K20884","M00125","FHY; riboflavin kinase / FMN hydrolase [EC:2.7.1.26 3.1.3.102]","Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD"
"1114","K22949","M00125","RIBF; FAD synthetase [EC:2.7.7.2]","Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD"
"1115","K11753","M00125","ribF; riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]","Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD"
"1116","K01495","M00126","GCH1, folE; GTP cyclohydrolase IA [EC:3.5.4.16]","Tetrahydrofolate biosynthesis, GTP => THF"
"1117","K09007","M00126","folE2; GTP cyclohydrolase IB [EC:3.5.4.16]","Tetrahydrofolate biosynthesis, GTP => THF"
"1118","K22391","M00126","E3.5.4.16; GTP cyclohydrolase I [EC:3.5.4.16]","Tetrahydrofolate biosynthesis, GTP => THF"
