"","ko","ko_description"
"1678","K13369","HSD17B6; 17beta-estradiol 17-dehydrogenase / all-trans-retinol dehydrogenase (NAD+) / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) [EC:1.1.1.62 1.1.1.105 1.1.1.239]"
"1679","K13370","HSD17B8; 17beta-estradiol 17-dehydrogenase / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) / 3-oxoacyl-[acyl-carrier protein] reductase alpha subunit [EC:1.1.1.62 1.1.1.239]"
"1680","K13373","HSD17B7; 17beta-estradiol 17-dehydrogenase / 3beta-hydroxysteroid 3-dehydrogenase [EC:1.1.1.62 1.1.1.270]"
"1681","K13378","nuoCD; NADH-quinone oxidoreductase subunit C/D [EC:7.1.1.2]"
"1682","K13380","nuoBCD; NADH-quinone oxidoreductase subunit B/C/D [EC:7.1.1.2]"
"1683","K13382","NCS; (S)-norcoclaurine synthase [EC:3.5.99.14]"
"1684","K13383","E2.1.1.128; (RS)-norcoclaurine 6-O-methyltransferase [EC:2.1.1.128]"
"1685","K13384","CNMT; (RS)-1-benzyl-1,2,3,4-tetrahydroisoquinoline N-methyltransferase [EC:2.1.1.115 2.1.1.140]"
"1686","K13385","CYP80B1; N-methylcoclaurine 3'-monooxygenase [EC:1.14.14.102]"
"1687","K13386","E2.1.1.116; 3'-hydroxy-N-methyl-(S)-coclaurine 4'-O-methyltransferase [EC:2.1.1.116]"
"1688","K13391","CYP719B1; salutaridine synthase [EC:1.14.19.67]"
"1689","K13392","SALR; salutaridine reductase (NADPH) [EC:1.1.1.248]"
"1690","K13393","SALAT; salutaridinol 7-O-acetyltransferase [EC:2.3.1.150]"
"1691","K13394","COR1; codeinone reductase [EC:1.1.1.247]"
"1692","K13395","CYP719A1_2_3_13; (S)-stylopine/(S)-canadine/(S)-nandinine synthase [EC:1.14.19.64 1.14.19.68 1.14.19.73]"
"1693","K13396","E2.1.1.122; (S)-tetrahydroprotoberberine N-methyltransferase [EC:2.1.1.122]"
"1694","K13397","SMT; (S)-scoulerine 9-O-methyltransferase [EC:2.1.1.117]"
"1695","K13402","MTHFD1L; monofunctional C1-tetrahydrofolate synthase, mitochondrial [EC:6.3.4.3]"
"1696","K13403","MTHFD2; methylenetetrahydrofolate dehydrogenase(NAD+) / 5,10-methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.15 3.5.4.9]"
"1697","K13421","UMPS; uridine monophosphate synthetase [EC:2.4.2.10 4.1.1.23]"
"1698","K13479","ygeT, xdhB; xanthine dehydrogenase FAD-binding subunit [EC:1.17.1.4]"
"1699","K13480","ygeU, xdhC; xanthine dehydrogenase iron-sulfur-binding subunit"
"1700","K13481","xdhA; xanthine dehydrogenase small subunit [EC:1.17.1.4]"
"1701","K13482","xdhB; xanthine dehydrogenase large subunit [EC:1.17.1.4]"
"1702","K13483","yagT; xanthine dehydrogenase YagT iron-sulfur-binding subunit"
"1703","K13484","TTHL; 5-hydroxyisourate hydrolase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:3.5.2.17 4.1.1.97]"
"1704","K13485","PRHOXNB, URAD; 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97]"
"1705","K13497","trpGD; anthranilate synthase/phosphoribosyltransferase [EC:4.1.3.27 2.4.2.18]"
"1706","K13498","trpCF; indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.1.48 5.3.1.24]"
"1707","K13499","CHSY; chondroitin sulfate synthase [EC:2.4.1.175 2.4.1.226]"
"1708","K13501","TRP1; anthranilate synthase / indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.3.27 4.1.1.48 5.3.1.24]"
"1709","K13503","trpEG; anthranilate synthase [EC:4.1.3.27]"
"1710","K13506","GPAT3_4, AGPAT9, AGPAT6; glycerol-3-phosphate O-acyltransferase 3/4 [EC:2.3.1.15]"
"1711","K13507","GAT; glycerol-3-phosphate O-acyltransferase / dihydroxyacetone phosphate acyltransferase [EC:2.3.1.15 2.3.1.42]"
"1712","K13508","GPAT; glycerol-3-phosphate acyltransferase [EC:2.3.1.15 2.3.1.198]"
"1713","K13509","AGPAT1_2; lysophosphatidate acyltransferase [EC:2.3.1.51]"
"1714","K13513","LCLAT1, AGPAT8; lysocardiolipin and lysophospholipid acyltransferase [EC:2.3.1.- 2.3.1.51]"
"1715","K13517","MBOAT1_2; lysophospholipid acyltransferase 1/2 [EC:2.3.1.51 2.3.1.-]"
"1716","K13519","LPT1, ALE1; lysophospholipid acyltransferase [EC:2.3.1.51 2.3.1.23 2.3.1.-]"
"1717","K13523","AGPAT3_4; lysophosphatidic acid acyltransferase / lysophosphatidylinositol acyltransferase [EC:2.3.1.51 2.3.1.-]"
"1718","K13524","ABAT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]"
"1719","K13534","PNPLA3; patatin-like phospholipase domain-containing protein 3 [EC:3.1.1.3 2.3.1.-]"
"1720","K13540","cobIJ; precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase [EC:2.1.1.130 2.1.1.131]"
"1721","K13541","cbiGH-cobJ; cobalt-precorrin 5A hydrolase / cobalt-factor III methyltransferase / precorrin-3B C17-methyltransferase [EC:3.7.1.12 2.1.1.272 2.1.1.131]"
"1722","K13542","cobA-hemD; uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]"
"1723","K13543","hemDX; uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]"
"1724","K13609","dpkA, lhpD; delta1-piperideine-2-carboxylate reductase [EC:1.5.1.21]"
"1725","K13632","marA; AraC family transcriptional regulator, mar-sox-rob regulon activator"
"1726","K13644","CEPT1; choline/ethanolamine phosphotransferase [EC:2.7.8.1 2.7.8.2]"
"1727","K13679","WAXY; granule-bound starch synthase [EC:2.4.1.242]"
"1728","K13711","PI4K2; phosphatidylinositol 4-kinase type 2 [EC:2.7.1.67]"
"1729","K13712","PIP5KL1; phosphatidylinositol-4-phosphate 5-kinase-like protein 1 [EC:2.7.1.68]"
"1730","K13713","purCD; fusion protein PurCD [EC:6.3.2.6 6.3.4.13]"
"1731","K13748","MGAT4C; alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C [EC:2.4.1.201 2.4.1.145]"
"1732","K13766","liuC; methylglutaconyl-CoA hydratase [EC:4.2.1.18]"
"1733","K13767","fadB; enoyl-CoA hydratase [EC:4.2.1.17]"
"1734","K13787","idsA; geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]"
"1735","K13788","pta; phosphate acetyltransferase [EC:2.3.1.8]"
"1736","K13789","GGPS; geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]"
"1737","K13799","panC-cmk; pantoate ligase / CMP/dCMP kinase [EC:6.3.2.1 2.7.4.25]"
"1738","K13800","CMPK1, UMPK; UMP-CMP kinase [EC:2.7.4.14]"
"1739","K13809","CMPK2; UMP-CMP kinase 2, mitochondrial [EC:2.7.4.14]"
"1740","K13810","tal-pgi; transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9]"
"1741","K13811","PAPSS; 3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]"
"1742","K13812","fae-hps; bifunctional enzyme Fae/Hps [EC:4.2.1.147 4.1.2.43]"
"1743","K13821","putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]"
"1744","K13829","aroKB; shikimate kinase / 3-dehydroquinate synthase [EC:2.7.1.71 4.2.3.4]"
"1745","K13830","ARO1; pentafunctional AROM polypeptide [EC:4.2.3.4 4.2.1.10 1.1.1.25 2.7.1.71 2.5.1.19]"
"1746","K13831","hps-phi; 3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase [EC:4.1.2.43 5.3.1.27]"
"1747","K13832","aroDE, DHQ-SDH; 3-dehydroquinate dehydratase / shikimate dehydrogenase [EC:4.2.1.10 1.1.1.25]"
"1748","K13853","aroG, aroA; 3-deoxy-7-phosphoheptulonate synthase / chorismate mutase [EC:2.5.1.54 5.4.99.5]"
"1749","K13877","aldH; 2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]"
"1750","K13937","H6PD; hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31]"
"1751","K13939","FOL1; dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase [EC:4.1.2.25 2.7.6.3 2.5.1.15]"
"1752","K13940","sulD; dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:4.1.2.25 2.7.6.3]"
"1753","K13941","folKP; 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase [EC:2.7.6.3 2.5.1.15]"
"1754","K13942","hmd; 5,10-methenyltetrahydromethanopterin hydrogenase [EC:1.12.98.2]"
"1755","K13990","FTCD; glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4]"
"1756","K13995","nicF; maleamate amidohydrolase [EC:3.5.1.107]"
"1757","K13997","PDHX; dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex"
"1758","K13998","DHFR-TS; dihydrofolate reductase / thymidylate synthase [EC:1.5.1.3 2.1.1.45]"
"1759","K14028","mdh1, mxaF; methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]"
"1760","K14029","mdh2, mxaI; methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]"
"1761","K14066","GPS; geranyl diphosphate synthase [EC:2.5.1.1]"
"1762","K14067","mtkA; malate-CoA ligase subunit beta [EC:6.2.1.9]"
"1763","K14073","PNLIP, PL; pancreatic triacylglycerol lipase [EC:3.1.1.3]"
"1764","K14074","PNLIPRP1, PLRP1; pancreatic lipase-related protein 1 [EC:3.1.1.3]"
"1765","K14075","PNLIPRP2, PLRP2; pancreatic lipase-related protein 2 [EC:3.1.1.3]"
"1766","K14076","PNLIPRP3, PLRP3; pancreatic lipase-related protein 3 [EC:3.1.1.3]"
"1767","K14080","mtaA; [methyl-Co(III) methanol/glycine betaine-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.246 2.1.1.377]"
"1768","K14081","mtaC; methanol corrinoid protein"
"1769","K14082","mtbA; [methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.247]"
"1770","K14083","mttB; trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250]"
"1771","K14084","mttC; trimethylamine corrinoid protein"
"1772","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]"
"1773","K14126","mvhA, vhuA, vhcA; F420-non-reducing hydrogenase large subunit [EC:1.12.99.- 1.8.98.5]"
"1774","K14127","mvhD, vhuD, vhcD; F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6]"
"1775","K14128","mvhG, vhuG, vhcG; F420-non-reducing hydrogenase small subunit [EC:1.12.99.- 1.8.98.5]"
"1776","K14130","FGAPT2; tryptophan 4-dimethylallyltransferase [EC:2.5.1.34]"
"1777","K14132","FTMPT1; tryprostatin B synthase [EC:2.5.1.106]"
"1778","K14134","FTMPT2; 12alpha,13alpha-dihydroxyfumitremorgin C prenyltransferase [EC:2.5.1.110]"
"1779","K14135","FGAPT1; fumigaclavine A dimethylallyltransferase [EC:2.5.1.100]"
"1780","K14138","acsB; acetyl-CoA synthase [EC:2.3.1.169]"
"1781","K14152","HIS4; phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase / histidinol dehydrogenase [EC:3.6.1.31 3.5.4.19 1.1.1.23]"
"1782","K14153","thiDE; hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]"
"1783","K14154","THI6; thiamine-phosphate diphosphorylase / hydroxyethylthiazole kinase [EC:2.5.1.3 2.7.1.50]"
"1784","K14155","patB, malY; cysteine-S-conjugate beta-lyase [EC:4.4.1.13]"
"1785","K14156","CHK; choline/ethanolamine kinase [EC:2.7.1.32 2.7.1.82]"
"1786","K14157","AASS; alpha-aminoadipic semialdehyde synthase [EC:1.5.1.8 1.5.1.9]"
"1787","K14170","pheA; chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]"
"1788","K14187","tyrA; chorismate mutase / prephenate dehydrogenase [EC:5.4.99.5 1.3.1.12]"
"1789","K14188","dltC; D-alanine--poly(phosphoribitol) ligase subunit 2 [EC:6.1.1.13]"
"1790","K14190","VTC2_5; GDP-L-galactose phosphorylase [EC:2.7.7.69]"
"1791","K14205","mprF, fmtC; phosphatidylglycerol lysyltransferase [EC:2.3.2.3]"
"1792","K14245","auaC; PKS ketosynthase (KS/KS alpha) [EC:2.3.1.-]"
"1793","K14246","auaD; PKS chain-length factor (CLF/KS beta) [EC:2.3.1.-]"
"1794","K14249","oxyK; bifunctional cyclase/aromatase [EC:4.2.1.-]"
"1795","K14250","oxyN, snoaM, dpsY, aknW, mtmY; cyclase"
"1796","K14251","oxyF; C-methyltransferase [EC:2.1.1.-]"
"1797","K14252","oxyL; 6-methylpretetramide 4-monooxygenase / 4-hydroxy-6-methylpretetramide 12a-monooxygenase [EC:1.14.13.232 1.14.13.233]"
"1798","K14253","oxyE; 6-methylpretetramide 4-monooxygenase [EC:1.14.13.232]"
"1799","K14254","oxyQ; aminotransferase"
"1800","K14255","oxyT, ctcO, cts6; 4-amino-anhydrotetracycline N4-methyltransferase [EC:2.1.1.335]"
"1801","K14256","oxyS, cts8; anhydrotetracycline 6-monooxygenase / 5a,11a-dehydrotetracycline 5-monooxygenase [EC:1.14.13.38 1.14.13.234]"
"1802","K14257","ctcP, cts4, prnC; tetracycline 7-halogenase / FADH2 O2-dependent halogenase [EC:1.14.19.49 1.14.19.-]"
"1803","K14263","BNA7; kynurenine formamidase [EC:3.5.1.9]"
"1804","K14266","prnA, rebH, ktzQ; tryptophan 7-halogenase [EC:1.14.19.9]"
"1805","K14267","dapC; N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17]"
"1806","K14268","davT, gabT; 5-aminovalerate/4-aminobutyrate aminotransferase [EC:2.6.1.48 2.6.1.19]"
"1807","K14271","NAAT; nicotianamine aminotransferase [EC:2.6.1.80]"
"1808","K14272","GGAT; glutamate--glyoxylate aminotransferase [EC:2.6.1.4 2.6.1.2 2.6.1.44]"
"1809","K14366","eryF, CYP107A; 6-deoxyerythronolide B hydroxylase [EC:1.14.15.35]"
"1810","K14367","eryBV; erythronolide mycarosyltransferase [EC:2.4.1.328]"
"1811","K14368","eryCIII; 3-alpha-mycarosylerythronolide B desosaminyl transferase [EC:2.4.1.278]"
"1812","K14369","eryG; erythromycin 3''-O-methyltransferase [EC:2.1.1.254]"
"1813","K14370","eryK, CYP113A; erythromycin 12 hydroxylase [EC:1.14.13.154]"
"1814","K14371","aveA1; avermectin polyketide synthase AveA1"
"1815","K14372","aveE, CYP171A; cytochrome P450 hydroxylase [EC:1.14.-.-]"
"1816","K14373","aveF; C-5 ketoreductase"
"1817","K14374","aveD; avermectin B 5-O-methyltransferase [EC:2.1.1.-]"
"1818","K14375","aveBI; dTDP-L-oleandrosyltransferase [EC:2.4.1.-]"
"1819","K14423","SMO1; plant 4,4-dimethylsterol C-4alpha-methyl-monooxygenase [EC:1.14.18.10]"
"1820","K14424","SMO2; plant 4alpha-monomethylsterol monooxygenase [EC:1.14.18.11]"
"1821","K14446","ccr; crotonyl-CoA carboxylase/reductase [EC:1.3.1.85]"
"1822","K14447","ecm; ethylmalonyl-CoA mutase [EC:5.4.99.63]"
"1823","K14448","mcd; (2S)-methylsuccinyl-CoA dehydrogenase [EC:1.3.8.12]"
"1824","K14449","mch, mcd; 2-methylfumaryl-CoA hydratase [EC:4.2.1.148]"
"1825","K14451","mcl2; (3S)-malyl-CoA thioesterase [EC:3.1.2.30]"
"1826","K14452","LIPF; gastric triacylglycerol lipase [EC:3.1.1.3]"
"1827","K14454","GOT1; aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]"
"1828","K14455","GOT2; aspartate aminotransferase, mitochondrial [EC:2.6.1.1]"
"1829","K14456","MOGAT3, MGAT3; 2-acylglycerol O-acyltransferase 3 [EC:2.3.1.20 2.3.1.22]"
"1830","K14465","K14465; succinate semialdehyde reductase (NADPH) [EC:1.1.1.-]"
"1831","K14466","K14466; 4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]"
"1832","K14467","4hbl; 4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]"
"1833","K14468","mcr; malonyl-CoA reductase / 3-hydroxypropionate dehydrogenase (NADP+) [EC:1.2.1.75 1.1.1.298]"
"1834","K14469","K14469; acrylyl-CoA reductase (NADPH) / 3-hydroxypropionyl-CoA dehydratase / 3-hydroxypropionyl-CoA synthetase [EC:1.3.1.84 4.2.1.116 6.2.1.36]"
"1835","K14470","mct; 2-methylfumaryl-CoA isomerase [EC:5.4.1.3]"
"1836","K14471","smtA1; succinyl-CoA:(S)-malate CoA-transferase subunit A [EC:2.8.3.22]"
"1837","K14472","smtB; succinyl-CoA:(S)-malate CoA-transferase subunit B [EC:2.8.3.22]"
"1838","K14534","abfD; 4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3]"
"1839","K14578","nahAb, nagAb, ndoA, nbzAb, dntAb; naphthalene 1,2-dioxygenase ferredoxin component"
"1840","K14579","nahAc, ndoB, nbzAc, dntAc; naphthalene 1,2-dioxygenase subunit alpha [EC:1.14.12.12 1.14.12.23 1.14.12.24]"
"1841","K14580","nahAd, ndoC, nbzAd, dntAd; naphthalene 1,2-dioxygenase subunit beta [EC:1.14.12.12 1.14.12.23 1.14.12.24]"
"1842","K14581","nahAa, nagAa, ndoR, nbzAa, dntAa; naphthalene 1,2-dioxygenase ferredoxin reductase component [EC:1.18.1.7]"
"1843","K14582","nahB, doxE; cis-1,2-dihydro-1,2-dihydroxynaphthalene/dibenzothiophene dihydrodiol dehydrogenase [EC:1.3.1.29 1.3.1.60]"
"1844","K14583","nahC; 1,2-dihydroxynaphthalene dioxygenase [EC:1.13.11.56]"
"1845","K14584","nahD; 2-hydroxychromene-2-carboxylate isomerase [EC:5.99.1.4]"
"1846","K14585","nahE; trans-o-hydroxybenzylidenepyruvate hydratase-aldolase [EC:4.1.2.45]"
"1847","K14594","NSY; neoxanthin synthase [EC:5.3.99.9]"
"1848","K14626","actVIA; actinorhodin biosynthesis protein ActVIA"
"1849","K14627","actVI3; dehydratase [EC:4.2.1.-]"
"1850","K14628","actVI2; enoyl reductase"
"1851","K14629","actVI4; enoyl reductase"
"1852","K14630","actVA5; two-component flavin-dependent monooxygenase [EC:1.14.14.-]"
"1853","K14631","actVB; flavin reductase ActVB [EC:1.5.1.-]"
"1854","K14632","actVA6; C-6 monooxygenase"
"1855","K14652","ribBA; 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]"
"1856","K14654","RIB7, arfC; 2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase [EC:1.1.1.302]"
"1857","K14655","RIB2, PUS8; tRNA pseudouridine32 synthase / 2,5-diamino-6-(5-phospho-D-ribitylamino)-pyrimidin-4(3H)-one deaminase [EC:5.4.99.28]"
"1858","K14657","nodD; LysR family transcriptional regulator, nod-box dependent transcriptional activator"
"1859","K14658","nodA; nodulation protein A [EC:2.3.1.-]"
"1860","K14659","nodB; chitooligosaccharide deacetylase [EC:3.5.1.-]"
"1861","K14666","nodC; N-acetylglucosaminyltransferase [EC:2.4.1.-]"
"1862","K14674","TGL4; TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]"
"1863","K14675","TGL3; TAG lipase / lysophosphatidylethanolamine acyltransferase [EC:3.1.1.3 2.3.1.-]"
"1864","K14677","ACY1; aminoacylase [EC:3.5.1.14]"
"1865","K14681","argHA; argininosuccinate lyase / amino-acid N-acetyltransferase [EC:4.3.2.1 2.3.1.1]"
"1866","K14682","argAB; amino-acid N-acetyltransferase [EC:2.3.1.1]"
"1867","K14727","pcaL; 3-oxoadipate enol-lactonase / 4-carboxymuconolactone decarboxylase [EC:3.1.1.24 4.1.1.44]"
"1868","K14729","FOX2; multifunctional beta-oxidation protein [EC:4.2.1.- 1.1.1.-]"
"1869","K14756","KL; klotho [EC:3.2.1.31]"
"1870","K14759","PHYLLO; isochorismate synthase / 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase / 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase / o-succinylbenzoate synthase [EC:5.4.4.2 2.2.1.9 4.2.99.20 4.2.1.113]"
"1871","K14760","AAE14; o-succinylbenzoate---CoA ligase [EC:6.2.1.26]"
"1872","K14941","cofC, fbiD; 2-phospho-L-lactate/phosphoenolpyruvate guanylyltransferase [EC:2.7.7.68 2.7.7.105]"
"1873","K14974","nicC; 6-hydroxynicotinate 3-monooxygenase [EC:1.14.13.114]"
"1874","K14975","CODM; codeine 3-O-demethylase [EC:1.14.11.32]"
"1875","K14976","T6ODM; thebaine 6-O-demethylase [EC:1.14.11.31]"
"1876","K15013","ACSBG; long-chain-fatty-acid--CoA ligase ACSBG [EC:6.2.1.3]"
"1877","K15016","K15016; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35]"
"1878","K15017","K15017; malonyl-CoA/succinyl-CoA reductase (NADPH) [EC:1.2.1.75 1.2.1.76]"
"1879","K15018","K15018; 3-hydroxypropionyl-coenzyme A synthetase [EC:6.2.1.36]"
"1880","K15019","K15019; 3-hydroxypropionyl-coenzyme A dehydratase [EC:4.2.1.116]"
"1881","K15020","K15020; acryloyl-coenzyme A reductase [EC:1.3.1.84]"
"1882","K15022","fdhB; formate dehydrogenase (NADP+) beta subunit [EC:1.17.1.10]"
"1883","K15023","acsE; 5-methyltetrahydrofolate corrinoid/iron sulfur protein methyltransferase [EC:2.1.1.258]"
"1884","K15024","K15024; putative phosphotransacetylase [EC:2.3.1.8]"
"1885","K15036","K15036; acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15]"
"1886","K15037","K15037; biotin carboxyl carrier protein"
"1887","K15038","K15038; succinyl-CoA reductase [EC:1.2.1.76]"
"1888","K15039","K15039; 3-hydroxypropionate dehydrogenase (NADP+) [EC:1.1.1.298]"
"1889","K15052","K15052; propionyl-CoA carboxylase [EC:6.4.1.3 2.1.3.15]"
"1890","K15227","TYRAAT; arogenate dehydrogenase (NADP+), plant [EC:1.3.1.78]"
"1891","K15230","aclA; ATP-citrate lyase alpha-subunit [EC:2.3.3.8]"
"1892","K15231","aclB; ATP-citrate lyase beta-subunit [EC:2.3.3.8]"
"1893","K15232","ccsA; citryl-CoA synthetase large subunit [EC:6.2.1.18]"
"1894","K15233","ccsB; citryl-CoA synthetase small subunit"
"1895","K15234","ccl; citryl-CoA lyase [EC:4.1.3.34]"
"1896","K15314","sgcE, mdpE, ncsE, kedE, calE8, pksE; enediyne polyketide synthase"
"1897","K15316","PKSA; noranthrone synthase [EC:2.3.1.221]"
"1898","K15320","ATX, chlB1, mdpB; 6-methylsalicylic acid synthase [EC:2.3.1.165]"
"1899","K15357","nicD; N-formylmaleamate deformylase [EC:3.5.1.106]"
"1900","K15359","hspA; 6-hydroxy-3-succinoylpyridine 3-monooxygenase [EC:1.14.13.163]"
"1901","K15376","GPHN; gephyrin [EC:2.10.1.1 2.7.7.75]"
"1902","K15397","KCS; 3-ketoacyl-CoA synthase [EC:2.3.1.199]"
"1903","K15408","coxAC; cytochrome c oxidase subunit I+III [EC:7.1.1.9]"
"1904","K15576","nrtA, nasF, cynA; nitrate/nitrite transport system substrate-binding protein"
"1905","K15577","nrtB, nasE, cynB; nitrate/nitrite transport system permease protein"
"1906","K15578","nrtC, nasD; nitrate/nitrite transport system ATP-binding protein [EC:7.3.2.4]"
